ID,Title,Channel_title,Country,Views,Duration(h),VivoY20s_Usage(mAh),Pocox3pro_Usage(mAh),Avg_Usage(mAh),Energy(J),Total_Energy(kJ)
406,WE DONT WEAR UNDERWEAR,Mcfly & Carlito,FR,2642327,0.073055556,23,,23,82.8,218785
407,Makeup Halloween #2 #HORROR,Caroline Receveur,FR,84770,0.166944444,47,,47,169.2,14343
408,Les 10 meilleurs films d'horreur de l'histoire,Tales From The Click,FR,26546,0.203611111,65,,65,234,6212
409,MasterChef Junior - Saison 1 - Prime 4,Agence Med Production ,FR,230125,1.05,249,,249,896.4,206284
410,"J'ACHÈTE AU HASARD DES PRODUITS ""VU À LA TV"" #15",Laurette,FR,146042,0.226944444,88,,88,316.8,46266
411,❥ LES MENSONGES QU'ON NOUS FAIT CROIRE!,Sandrea,FR,214288,0.283611111,114,,114,410.4,87944
412,Point Culture : les Drapeaux,LinksTheSun,FR,644814,0.591111111,155,,155,558,359806
413,Diffusion en direct de Bassem Braiki Official Street,Bassem TH Officiel,FR,25989,0.378888889,128,,128,460.8,11976
414,Mixing Makeup and Clay into Slime !!! Relaxing Slime with Funny Balloons | Slime Videos #160,Taylor RS,FR,98553,0.206666667,65,,65,234,23061
415,TOP 10 TWISTS de FILMS D'HORREUR !,WatchMojo Français ,FR,27115,0.145833333,45,,45,162,4393
416,Les Vacances des Anges 3 (Replay entier) - Episode 39,Les Anges - La chaîne officielle,FR,18515,0.830555556,215,,215,774,14331
417,Trump and Fox Newsâ€™s Caravan Hysteria Reaches a Fever Pitch | The Daily Show,The Daily Show with Trevor Noah,FR,972618,0.141666667,44,,44,158.4,154063
418,25 CRAZY TOY HACKS FOR ADULTS,5-Minute Crafts,FR,559462,0.408888889,95,,95,342,191336
419,"Milliardaire : Sasha 13 ans, un anniversaire à 100 000 € !",imineo.com,FR,30517,0.804444444,211,,211,759.6,23181
420,Fındık Ailesi. Meryem Anneanne ve Babaanne ile kalıyor,Fındık Ailesi ,FR,855760,0.109722222,32,,32,115.2,98584
421,"Booska'Inside : L'histoire du WESH, sa création, les anecdotes, l'avenir du WESH...",Booska-P.com,FR,37207,0.14,44,,44,158.4,5894
422,J'ESSAYE LES PIRES FRINGUES ASOS,Alexandre Calvez,FR,432996,0.102777778,28,,28,100.8,43646
423,"Manzoor-e-Khuda Song Teaser | Thugs Of Hindostan | Aamir, Katrina, Fatima, Ajay-Atul, A Bhattacharya",YRF,FR,3341762,0.068888889,23,,23,82.8,276698
424,UN ACCIDENT DE VOITURE FANTÃ”ME (Analyse vidÃ©o paranormale),Noa.,FR,59208,0.118055556,37,,37,133.2,7887
425,IZ*ONE CHU 내꺼야 (IZ*ONE Ver.) - IZ*ONE(아이즈원) 181029 EP.5,Mnet TV ,FR,7777735,0.076944444,23,,23,82.8,643996
426,The Most Satisfying Slime Videos EVER! 🍰 New Oddly Satisfying Musical.ly Compilation 2018,Salsa Sauce ,FR,1387896,0.176388889,51,,51,183.6,254818
427,Le POWER-UP de 3 des MUGIWARA sur WA NO KUNI !,Goji,FR,27520,0.183333333,52,,52,187.2,5152
428,Olympique de Marseille - Paris Saint-Germain ( 0-2 ) - RÃ©sumÃ© - (OM - PSG) / 2018-19 [CLASSICO],Ligue 1 Uber Eats,FR,888067,0.061944444,21,,21,75.6,67138
429,Pencilmate Spots a Huge Asteroid! -in- SEIZE THE DOOMSDAY - Pencilmation Cartoons for Kids,Pencilmation,FR,784055,0.528333333,125,,125,450,352825
430,"NBA Top 10 Plays of the Night | October 30, 2018",NBA,FR,320477,0.051944444,18,,18,64.8,20767
431,Lakers : du showtime mais pas dans le moneytime,TrashTalkProduction,FR,27756,0.233888889,87,,87,313.2,8693
432,Azulek - LE SEUM DE CAGOULE (clip roblofficiel),AZULEK,FR,39818,0.051111111,18,,18,64.8,2580
433,"SIDE CHICK 16, KOFO'S DESPERATION",Splendid TV,FR,64764,0.118333333,37,,37,133.2,8627
434,"L’Interview de ZeratoR 2/2 (ZEvent, sa vision de Twitch etc..) - Domingo Radio Stream",DominGo Radio Stream Sur NRJ,FR,83870,0.257777778,63,,63,226.8,19022
435,Benji (LMvsMonde3) : Qui est la plus belle ? Mélanie Dedigama ou Camille ?,VDBUZZ,FR,131146,0.073611111,25,,25,90,11803
436,Ki Jaana Mein Kaun Episode #34 HUM TV Drama 31 October 2018,HUM TV,FR,247479,0.651111111,171,,171,615.6,152348
437,BITOPHANT ! (Jackbox Party),Guzz Productions,FR,84309,0.215277778,69,,69,248.4,20942
438,Introducing the new MacBook Air — Apple,Apple,FR,2755746,0.041388889,15,,15,54,148810
439,Sarkar - Official Teaser [Tamil] | Thalapathy Vijay | Sun Pictures | A.R Murugadoss | A.R. Rahman,Sun TV,FR,1645520,0.026111111,6,,6,21.6,35543
440,JE VOUS PRESENTE MON CHIOT ! :D,Agentgb,FR,43494,0.053055556,19,,19,68.4,2975
441,Foot 2 Rue - S3 EP 16 : Le secret d'Atsuko,Foot 2 Rue / Foot 2 Rue ExtrÃªme,FR,37144,0.385277778,95,,95,342,12703
442,"Boston Celtics vs Detroit Pistons Full Game Highlights | 10.30.2018, NBA Season",HNB Media TV - Highlights & Sports,FR,873988,0.153611111,38,,38,136.8,119562
443,JULIE ME CONNAIT ELLE VRAIMENT ?,Alex & PJ,FR,186883,0.179166667,52,,52,187.2,34984
444,Je pense ce que je veux,La Carologie,FR,16625,0.351944444,85,,85,306,5087
445,Les trois pistes XXL du Real Madrid pour remplacer Lopetegui | Revue de presse,Foot Mercato,FR,72332,0.061666667,21,,21,75.6,5468
446,Avoir un cardio MONSTRE - GregMMA + Diététique !,Karaté Bushido Officiel ,FR,22820,0.168333333,44,,44,158.4,3615
447,SenSey' - Avec Moi [ Clip Officiel ],SenSey ',FR,194995,0.068888889,22,,22,79.2,15444
448,Aya Nakamura - Djadja (Clip officiel) ,Aya Nakamura ,FR,20810,0.048611111,17,,17,61.2,1274
449,Je suis obnubilée par mon apparence !,La Vie,FR,20759,0.502222222,111,,111,399.6,8295
450,The Flash 5x04 Nora tells Iris why she's Angry at her,Dani Ruah,FR,172329,0.063611111,21,,21,75.6,13028
451,McFly et Carlito : On ne porte pas de sous-vêtements - JUST DANCE 2019 [OFFICIEL] HD,Just Dance France,FR,151018,0.021111111,4,,4,14.4,2175
452,Silsila Badalte Rishton Ka Title Track Full Song Duet Version Drashti Dh HD,Music pedia,FR,910273,0.082222222,26,,26,93.6,85202
453,"Last Minute Halloween Ideas! DIY Halloween Decor Ideas, Pranks and Hacks by Blossom",Blossom,FR,581576,0.232777778,72,,72,259.2,150744
454,MIRACULOUS | THEORIE : Mais qui seras Mayura ?!,Octo Lady,FR,22141,0.1,26,,26,93.6,2072
455,"#LaVilla3 - Julien et Maeva, déjà l'embrouille ? 😱",La Villa,FR,21197,0.064722222,25,,25,90,1908
456,LA VÉRITABLE ORIGINE DES CLOWNS T*** SUR INTERNET !,TOUNY,FR,58584,0.205277778,70,,70,252,14763
457,Quelqu'un m'espionne… - Toute une histoire,Toute une histoire | Officiel,FR,18490,1.656388889,383,,383,1378.8,25494
458,"Tounkara découragé par son invité qui ne connait rien sur le coran ""Nel moute tani mote""",2stvsenegal,FR,44457,0.397777778,133,,133,478.8,21286
459,Kelly Clarkson's Wowed by Abby Cates' Confident Cover of Because of You - The Voice 2018 Knockouts,The Voice,FR,550553,0.1025,34,,34,122.4,67388
460,"Ellen's Backstage Scares Featuring Kris Jenner, Ciara and Her Staff",TheEllenShow,FR,408612,0.038333333,19,,19,68.4,27949
461,ENVOYER UNE GOPRO DANS UNE VOITURE !,PikaShoute,FR,512565,0.119722222,32,,32,115.2,59047
462,"Oklahoma City Thunder vs LA Clippers Full Game Highlights | 10.30.2018, NBA Season",HNB Media TV - Highlights & Sports,FR,571477,0.161388889,41,,41,147.6,84350
463,Vitesse VS Tout-Terrain ► By Lolo Cochet Moto ► English Subshipsters Ã  moto,Lolo Cochet - Moto,FR,53900,0.176111111,40,,40,144,7762
464,"Nicki Minaj attaque Cardi B salement sur Queens Radio, Cardi B rÃ©pond avec 10 videos sur Instagram",French Baloo,FR,34652,0.444166667,134,,134,482.4,16716
465,L'EXORCISME DE ROLAND DOE,Victoria Charlton,FR,40353,0.195555556,64,,64,230.4,9297
466,MOTARDS FRANÇAIS vs QUOTIDIEN #38,100% MOTOS ,FR,54434,0.174166667,64,,64,230.4,12542
467,TENTE DE NE PAS T’ENDORMIR ASMR,Martine ASMR,FR,29030,0.406666667,94,,94,338.4,9824
468,BASKET ARCADE ! ELECTRO ET FIN ! [EP03],Les Freres Poulain,FR,28230,0.403888889,93,,93,334.8,9451
469,İstanbullu Gelin 60. Bölüm 2. Fragman, İstanbullu Gelin,FR,600190,0.017777778,3,,3,10.8,6482
470,Phaéton : L’astéroïde bleu qui ne respecte aucune règle ! DNDE#81,Hugo Lisoir,FR,54101,0.2025,4,,4,14.4,779
471,Sisik - Toi que j'ai choisi (Mariage Jazz & Laurent),JLC Family,FR,811588,0.052222222,22,,22,79.2,64278
472,Brigitte et Emmanuel Macron bientôt divorcés ? Ils répondent ENFIN aux rumeurs de séparation !,Actualités 24h,FR,23383,0.024722222,5,,5,18,421
473,"Rey Mysterio & Jeff Hardy vs. Randy Orton & The Miz: SmackDown LIVE, Oct. 30, 2018",WWE,FR,752593,0.043333333,15,,15,54,40640
474,"Rentre dans le Cercle - Saison #2 / Épisode 8 (Youv Dee, S.Pion, Worms-T,...) I Daymolition",DAYMOLITION,FR,236895,0.628333333,146,,146,525.6,124512
475,Eşkıya Dünyaya Hükümdar Olmaz 113. Bölüm,Eşkıya Dünyaya Hükümdar Olmaz ,FR,582897,1.967777778,464,,464,1670.4,973671
476,Les nouveaux MacBook Air et iPad Pro sont là !,TheiCollection,FR,86671,0.085277778,25,,25,90,7800
477,"RUF, le constructeur de super Porsche !",Automoto,FR,56625,0.126111111,31,,31,111.6,6319
478,🏴󠁧󠁢󠁥󠁮󠁧󠁿 Pourquoi Jadon Sancho est-il si fort ?,Wiloo,FR,37962,0.090555556,25,,25,90,3417
479,EXO 엑소 'Tempo' MV Teaser,SMTOWN,FR,1226672,0.009444444,1,,1,3.6,4416
480,[MPD직캠] 아이즈원 직캠 4K '라비앙로즈(La Vie en Rose)' (IZ*ONE FanCam) | @IZ*ONE SHOW-CON,M2,KR,2236642,0.061388889,,30,30,108,241557
481,TWICE YES or YES TEASER E,jypentertainment,KR,2455037,0.005,,5,5,18,44191
482,"이재용 충격 선언, 공장은 베트남 본사는 미국으로? / 신의한수",신의한수,KR,212584,0.277777778,,91,91,327.6,69643
483,배달 치킨보다 치킨 빨리 만들기 도전해봤습니다ㅋㅋㅋㅋㅋ,웃소 Wootso,KR,716882,0.212222222,,84,84,302.4,216785
484,[대결] 초코 붕어빵 VS 아이스크림 감자 핫도그ㅣ 길거리 이색 음식 슬라임 만들기ㅣ아빠 VS 딸ㅣ침샘주의ㅣ하루아루TV,하루아루 TV Haruaru TV,KR,175621,0.167222222,,103,103,370.8,65120
485,제한시간은 3분? 핵발암 도전!! 이거 너무한거 아니냐고~ - 브도먹x굽네고추바사삭 - 겜브링(GGAMBRING),겜브링 GGAM BRING,KR,84090,0.212222222,,83,83,298.8,25126
486,"'공포의 회장님' 양진호, 아직 밝혀지지 않은 만행들 / YTN",YTN NEWS,KR,110077,0.541111111,,185,185,666,73311
487,"한국미래기술 양진호 회장, 전직 직원 무차별 폭행 / 연합뉴스 (Yonhapnews)",연합뉴스 Yonhapnews,KR,527590,0.030277778,,11,11,39.6,20893
488,Ep.02 2년 전의 기억 [서울 : 전쟁의 시작],1등 미디어,KR,240613,0.173055556,,103,103,370.8,89219
489,Princess Balloon Coloring Play!! -Jini,헤이지니 Hey Jini,KR,122657,0.124444444,,61,61,219.6,26935
490,"순재 가족의 눈물겨운 비상 긴축, 할아버지 빵꾸똥꾸야!! The family went into emergency austerity.",MBCdrama,KR,75821,0.102222222,,42,42,151.2,11464
491,Why Korean Chicken in London is the Hottest Thing Right Now!,영국남자 Korean Englishman,KR,314788,0.170555556,,87,87,313.2,98592
492,[마녀슬라임연구소] 9화 할로윈 초대형 호박 슬라임 만들기 Halloween Pumpkin Slime,캐리TV CarrieTV,KR,54318,0.200277778,,85,85,306,16621
493,[인터뷰] '양진호 폭행' 동영상…피해자가 말하는 '진상' (2018.10.31),JTBC News,KR,54412,0.135555556,,53,53,190.8,10382
494,발특집!! 무슨 발이 더 맛있을까? 족발vs닭발!! -각자먹방,핫도그TV,KR,116831,0.166944444,,72,72,259.2,30283
495,I witnessed a murder... The parrot's testimony...,SBS TV동물농장x애니멀봐,KR,315558,0.071666667,,50,50,180,56800
496,[ENG] 번외편: 밥상머리 앞에서 밥 안 먹고 폰만 만져봄,정선호,KR,353394,0.091666667,,52,52,187.2,66155
497,[The Three Mukbangteers] 1 Dollar Tteokbokki Mukbang | Banzz&Lickerish Hatnim&Park Byeongjin,돼지런한 생활 Let Eat Be,KR,226124,0.188055556,,74,74,266.4,60239
498,분명히 무음모드였는데ㅠㅠ 수업시간에 벨 울렸을 때 대처법 | 대처법,대처법,KR,207458,0.047777778,,17,17,61.2,12696
499,남자들 진짜 좋아하면 이래? [하지 말라면 더 하고19] - EP.02,플레이리스트,KR,486400,0.158888889,,53,53,190.8,92805
500,Choose the cutest pumpkin cat. (ENG SUB),크림히어로즈,KR,193720,0.160833333,,52,52,187.2,36264
501,"[FULL] 181031(수) (이장희, 정세현, 이정미, 추상미, 김은지)│김어준의 뉴스공장",tbs 시민의 방송,KR,148228,1.396944444,,361,361,1299.6,192637
502,김종국 싸움 이긴다던 안일권..드디어 마주치다 (멱살잡이),일권아놀자,KR,747531,0.024444444,,8,8,28.8,21529
503,Kkuk TV Vs. Winner of Lego Creator Audition in Lego Challenge!!! [Kkuk TV],꾹TV(Kkuk TV),KR,69245,0.106666667,,57,57,205.2,14209
504,우울한 나린이를 위한 토깽어뭉의 처방전?! 엄마랑 단둘이 슬라임 카페에 갔어요!! 가족 일상 vlog ㅣ토깽이네상상놀이터RabbitPlay,토깽이네,KR,171020,0.194166667,,83,83,298.8,51101
505,보겸님ㅎ....,릴카,KR,722859,0.049166667,,17,17,61.2,44239
506,"훈민정음 상주본 소장자 1,000억 받아도 국가에 줄 생각 없다 / 비디오머그",VIDEOMUG비디오머그,KR,520012,0.063333333,,21,21,75.6,39313
507,4부 경제붕괴 쓰나미 오는데 「경알못」들이 직언하고 「문」을 바다로 데려가나?   [쉬운경제] (2018.10.31),황장수의 뉴스브리핑o,KR,87181,0.476944444,,169,169,608.4,53041
508,할로윈 괴물병원|키키괴물의사 |호박을 치료해요|토이버스 장난감놀이|ToyBus,ToyBus 키키 묘묘와 장난감 친구들!,KR,31306,0.163055556,,49,49,176.4,5522
509,냉동 바나나로 망치 만들었는데 파괴력보고 충격먹었습니다 ㅋㅋㅋㅋㅋ [ 바나나 파괴력 테스트 ] 공대생 변승주,공대생 변승주,KR,492685,0.083888889,,47,47,169.2,83362
510,ENG)광고-하루종일 손을 바꿨다가 급 민망해진 이유..♡ (feat.핵꿀잼 술게임) [엔조이커플 enjoycouple],엔조이커플enjoycouple,KR,136040,0.171388889,,87,87,313.2,42608
511,검은 고양이의 진실,Ranking World,KR,39732,0.082222222,,25,25,90,3576
512,[이강인 볼터치] 발렌시아A팀경기 데뷔전에서 뛰어난 경기력을 보여준 이강인!!!!!!!!!!!,kk79kbk,KR,245513,0.061111111,,24,24,86.4,21212
513,"김어준의 뉴스공장 10월 31일 방송 1부,2부 / 일본 강제징용 피해자 승소! 아베 국제법 들어 반발, ‘냉면이 목구멍으로 넘어가나’ 기업 총수 향한 리선권의 망언",tbs FM,KR,67879,0.769166667,,235,235,846,57426
514,[MV] Paul Kim(폴킴) _ Me After You(너를 만나),1theK (원더케이),KR,548895,0.081111111,,33,33,118.8,65209
515,[마녀사냥FULL] 브래지어 끈을 올려줬던 아는 동생..?★14회-② 다시보기 몰아보기★,JTBC Entertainment,KR,61571,0.2575,,116,116,417.6,25712
516,Mixing All the Old Stationary Slime!! | MylynnTV,마이린 TV,KR,45105,0.361666667,,127,127,457.2,20622
517,마세라티 영상에 달린 수백개의 리플 읽기! (feat.알베르토 몬디),성명준,KR,288394,1.387222222,,373,373,1342.8,387255
518,[BTS Glorious Moments] MMA IDOL Explained by K-ARMY 1&2 (Korean Traditional version IDOL stage),바이스톰 By Storm,KR,27486,0.654166667,,207,207,745.2,20483
519,문재인 경제 파탄 박근혜 한테 뒤집어 씌우려 하나?   덕분에 박근혜  경제 끝판왕 부각 !!!,정은킬,KR,24896,0.089444444,,42,42,151.2,3764
520,수줍어하던 초등학생의 반전 파워슛팅ㄷㄷ,석꾸축꾸,KR,150792,0.072777778,,26,26,93.6,14114
521,"10월31일 6시 PenN뉴스_루머 단속하면 세컨더리 보이콧 안하나?ㅣ 소득 주도 성장 論 실패, 인정하라!ㅣ '5.18 성폭행' 발표가 수상하다外",펜앤드마이크 정규재TV,KR,105047,0.963333333,,301,301,1083.6,113829
522,(실화) 결혼식장 직원이 팬치였던 썰 - 왁굳의 노가리,우왁굳의게임방송,KR,146766,0.105,,47,47,169.2,24833
523,[토미] 미국으로 입양온 아이가 영어를 배우자 충격적인 이야기를 꺼낸다.. | 토요미스테리 | 디바제시카,디바제시카DeevaJessica,KR,42952,0.208611111,,85,85,306,13143
524,서장훈 아내(부인)오정연 이혼이유 보리차 사건,SKY KOREA,KR,17129,0.082222222,,45,45,162,2775
525,"[LSG Channel] 《LSG VS Kang Ho-Dong》Came As A Friend, Went Back Stressed!",이수근 채널,KR,468499,0.130555556,,52,52,187.2,87703
526,여기 브이로그 잘하는집~ 유튜버의 하루/ 퍼스널컬러진단 [여정을떠난여정],여정을떠난여정,KR,192456,0.361944444,,127,127,457.2,87991
527,DSR 실행 왜 공포 분위기를 조성 하는가? 강남과 마용성 폭망설을 흘리고 있는 이유,박 홍기 작가 TV 삶 테크,KR,31930,0.814444444,,242,242,871.2,27817
528,내일 학교가는 동생 놀렸더니 동생 개빡쳐서 학교 안갈라 함 ㅋㅋㅋ [ 동생 놀리기 : 내일 학교 안간다 노래로 놀리기 ] HANA 김하나,하나키키 Hanakiki ,KR,255087,0.055,,19,19,68.4,17448
529,ENG SUB _ Labrador that goes inside a Pomeranian's House. Funny dog video,소녀의행성GirlsPlanet,KR,75577,0.099444444,,40,40,144,10883
530,tvN 드라마 '백일의 낭군님' 종방연 현장,스포츠조선,KR,81774,0.083333333,,41,41,147.6,12070
531,How to take a shower without water!,허팝Heopop,KR,265835,0.093888889,,47,47,169.2,44979
532,[리플] 리플멤버가 예전 리플 영상을 리뷰해보았다! 과거 영상들 보며 리플레이 리뷰| Ripple_S,Ripple_S,KR,120868,0.065,,32,32,115.2,13924
533,🕊버드리--자기를 속였다고 소속팀을 떠나겠다는 버드리~도대체 무슨일이 있길래???(10/31--주간)🎶,보라매,KR,19481,1.216388889,,365,365,1314,25598
534,마음의 상처가 있는 사람들이 소개팅에 나왔을 때 [2 FACE 데이트],와이키키 스튜디오Ykicky studio,KR,43723,0.176388889,,102,102,367.2,16055
535,무섭게 액괴만들깈ㅋㅋ,츄팝,KR,166934,0.217222222,,103,103,370.8,61899
536,bts tokyo dome tour_ idol (20181114) 방탄소년단 도쿄돔 투어 아이돌,행복한해피진 뿌이로그,KR,86147,0.088333333,,43,43,154.8,13336
537,Do you usaully hit a HOMERUN on your FIRST DATE? | Blind Dates play Soju Drinking Game,크리스피 스튜디오(Krispy Studio),KR,35065,0.156944444,,52,52,187.2,6564
538,Banzz▼I really wanted to eat ramen...5 Samyang ramen! Mukbang,밴쯔,KR,125110,0.859722222,,288,288,1036.8,129714
539,[법륜스님의 부처이야기] 35 무엇에 의지하여 사는가,법륜스님의 희망세상만들기,KR,28913,0.409444444,,133,133,478.8,13844
540,(긴급진단) 변절자들의 태극기 집회 윤칼세TV(2018.10.31),윤창중칼럼세상 TV,KR,30264,0.375,,135,135,486,14708
541,뉴스타파 - '몰카제국의 황제' 양진호 (1) 사무실서 전 직원 무차별 폭행,newstapa,KR,964996,0.121388889,,55,55,198,191069
542,🔥복도 훔쳐올 수 있다~? 🔥선물로 받으면 액운 나가고~ 금전복 늘어나는 2가지!,전영주의 미남TV,KR,11652,0.164722222,,67,67,241.2,2810
543,I Don't Remember How My Life Was Before I Got the AirFryer - October | Vertical Vlog,꿀키하우스,KR,54156,0.2125,,82,82,295.2,15987
544,1박2일 김주혁 사*망원인 정확한 이유는? 충격적인 진실!,Korea Daily News,KR,213232,0.087777778,,40,40,144,30705
545,สาปกระสือ | EP.25 FULL HD | ช่อง8,ThaiCh8 : ช่อง 8,KR,56501,0.724444444,,221,221,795.6,44952
546,공산주의자 아들의 충격 증언! (2부) | 표병관 대표,애국강연,KR,35643,1.035,,336,336,1209.6,43114
547,[FULL영상] 연애의 참견2 다시보기 | EP.08,KBS N,KR,33890,0.9325,,309,309,1112.4,37699
548,먹을때 마다 눈물나는 와사비치킨 or 매력있는 뿌링클치킨! 둘중 하나의 치킨을 먹어야한다면 여러분의 선택은..?! [예씨 yessii],예씨 yessii,KR,107683,0.2025,,80,80,288,31013
549,음원차트 올킬 중인 폴킴의 '너를 만나' 세로라이브(Sero Live)ㅣ폴킴 - 너를 만나 (with 조윤성 / Piano ver.) (Paul Kim - Me After You),딩고 뮤직 / dingo music,KR,66249,0.07,,33,33,118.8,7870
550,BTS Cute And Funny Moments 4th Muster Happy Ever After part 2,RM,KR,116254,0.046388889,,13,13,46.8,5441
551,"18년9월11일, 일인지하 만인지상 임종석대원군.태극기집회 폄하 , 김성태 문제아로 등극.",tv나라애,KR,32349,0.166666667,,75,75,270,8734
552,"'강서 PC방 살인사건' 김성수 ""화나고 억울…동생도 벌 받아야"" / 비디오머그",VIDEOMUG ,KR,240337,0.0825,,36,36,129.6,31148
553,급식왕 사생대회 역대급그림 모음 ㅋㅋㅋ,급식왕,KR,217976,0.087222222,,43,43,154.8,33743
554,PD수첩 미친 아파트값의 비밀 2부 - 집값 폭등과 문재인 정부의 정책 실패,쇼킹부동산,KR,23805,0.312777778,,121,121,435.6,10369
555,이건 진짜 갓총입니다! 너프 레이븐 본격리뷰!! // 코너 Korner,코너  Korner,KR,37181,0.091111111,,35,35,126,4685
556,조재원 죽음의 ASMR '엄마편' 9탄 With.할로윈,조재원,KR,227021,0.054444444,,17,17,61.2,13894
557,코끼리 2700마리가 집에 산다고?,우와한비디오,KR,31002,0.027222222,,6,6,21.6,670
558,SBS [순풍산부인과] 레전드 시트콤 : '목소리를 잃은 오지명' 편,SBSNOW,KR,46497,0.098611111,,46,46,165.6,7700
559,저 람보르기니 사고냈습니다...,우파푸른하늘Woopa TV,KR,94301,0.180833333,,71,71,255.6,24103
560,The difference in pitching between a professional and an amateur (A $50000 Radar Gun from MLB used),프로동네야구 PDB,KR,895198,0.171111111,,71,71,255.6,228813
561,Monkart EP 52,키즈팡TV,KR,39787,0.199722222,,82,82,295.2,11745
562,คุณแม่ก็ซื้อผู้ชายกินเหรอคะ ? | Highlight | บาปรัก | 30 ต.ค. 61 | one31,one31,KR,765841,0.070555556,,30,30,108,82711
563,BTS & Girls cute moments (방탄소년단),AGUST D,KR,225168,0.202777778,,81,81,291.6,65659
564,[🎲실화🎲] 장추자 ♥ 뽀뽀가 부모님께 어렵게 꺼낸 한마디,장추자,KR,44337,0.193611111,,75,75,270,11971
565,"[ENG] BTS, What have you been doing? (방탄소년단, 요즘 뭐해?)",STARK,KR,59407,0.104444444,,47,47,169.2,10052
566,[가로세로 뉴스타파] 우파 지지자들에게 희망을 안겨야 할 김진태,가로세로연구소,KR,55866,0.27,,98,98,352.8,19710
567,[Halloween Special] The Fox with Nine Tails Needs Chocolate Liveer!! -Kang i,럭키강이 LuckyKang i,KR,16747,0.099166667,,47,47,169.2,2834
568,Everyone needs JIMIN (지민 BTS) in their lives!,MisuP,KR,137193,0.219722222,,76,76,273.6,37536
569,Halloween Special!! Zombie in the Parking Lot!! | Clevr tv,Clevr TV [클레버티비],KR,84064,0.150555556,,50,50,180,15132
570,2018년 10월 31일 속보 뉴스,종합뉴스,KR,61837,1.321666667,,373,373,1342.8,83035
571,딩타툰#23-1 할로윈 공포특집 썰 [딩고타운툰],써리의 영상툰,KR,60783,0.036388889,,12,12,43.2,2626
572,중국에 살지 한국에 살지?! 함진 부부 일동 긴장...ㅠㅠ [아내의 맛] 21회 20181030,TVCHOSUN,KR,132593,0.047777778,,17,17,61.2,8115
573,[ 18년10월30일] #비트코인 #암호화폐 #블록체인 #4차산업혁명 #bitcoin #bitcoin korea #比特币 #ビットコイン,신의두뇌-비트코인 경제TV,KR,18958,1.21,,349,349,1256.4,23819
574,두순이랑 덩어리랑 싸운다고!!!!!!!!!!??????(feat.싸움구경꿀잼),약속해TV,KR,118607,0.065277778,,34,34,122.4,14517
575,"북한, 과거 이건희 회장에 대한 분풀이 였나…삼성 이재용에게 부통령급 대우하면서도 냉면으로 면박 준 북한",뉴스데일리베스트,KR,42682,0.136388889,,57,57,205.2,8758
576,ประกาศิตกามเทพ PrakasitKammathep EP.11 ตอนที่ 9/9 | 30-10-61 | Ch3Thailand,Ch3Thailand,KR,114841,1.393333333,,380,380,1368,157102
577,"진사와 함께 보내는 가을날. 꽃 시장 가기. 당근케이크, 깻잎 오징어순대, 바질 쉬폰케이크 만들기. 삼청동 나들이.",신세경 sjkuksee,KR,544204,0.227222222,,93,93,334.8,182199
578,Turned the reality into a game for a friend who can't tell the difference looooool,보물섬,KR,1091820,0.1775,,103,103,370.8,404847
579,존쿡 델리미트 미트요리 8종 존쿡마켓 시켜먹기 먹방 Mukbang,FRAN,KR,105986,0.418055556,,153,153,550.8,58377
580,김정혜 보스진워렌버핏 갓쎄 구맥진 정배우와 만나다,공식후원계좌농협 352 -1520-5551-53 문봄,KR,35652,3.291388889,,893,893,3214.8,114614
581,라면먹다가 젓가락 까지 먹어버렸습니다.. 😱 젓가락 너무 맛있는데..? [젓가락 먹방],빅민 TV,KR,63712,0.061666667,,24,24,86.4,5505
582,친구집에서 몰래 고기구워먹기  [ 공대생네 가족 ],/공대생네 가족,KR,49451,0.065833333,,32,32,115.2,5697
583,놀라운 바세린 활용법|헬스 & 뷰티,헬스 & 뷰티,KR,19544,0.022777778,,3,3,10.8,211
584,[ChaechaeTV] Downsides Of Having Too Many Friends,ChaeChae채채,KR,125422,0.072777778,,33,33,118.8,14900
585,IZ*ONE 아이즈원 쇼콘 무대 종영 후 일본 반응,ZAMPARK,KR,75212,0.0625,,33,33,118.8,8935
586,마음을 터놓을 친구가 없어 쓸쓸할 때 게슈탈트 기도법,김새해 SaehaeKim,KR,16380,0.694166667,,225,225,810,13268
587,Cá Hấp Siêu Cay Siêu Hài - Đến Đi Mua Cá Thôi Cũng Không Nhịn Được Cười ( Super spicy boiled fish ),Ẩm Thực Tam Mao,KR,1710375,0.578055556,,182,182,655.2,1120638
588,JBJ95 - 'HOME' Official M/V,GENIE MUSIC,KR,291891,0.0575,,25,25,90,26270
589,집사를 향해 안아달라며 점프뛰는 개냥이^^,관찰남,KR,84505,0.0175,,3,3,10.8,913
590,"리선권, 냉면이 목구멍으로 넘어가냐? | 조원진 대한애국당 대표 | 행정안전위원회 국정감사 보충질의(최종).10.29",개미애국방송,KR,217278,0.118333333,,61,61,219.6,47714
591,[NEW 짤이몽땅] 신비아파트 귀신들의 죗값 BEST7 몰아보기_The Haunted House,Tooniverse-투니버스,KR,136050,0.144444444,,51,51,183.6,24979
592,나의 흑역사 시리즈 액괴 | 흑역사 시리즈 액괴 | 투명액괴 | 퐁당액괴 | 퐁당액점 | 설참 | 꽃해뷰,꽃해뷰ˇHaebue,KR,64827,0.078055556,,27,27,97.2,6301
